generation,GD,IGD,HV
1,,,0.1249091548529374
2,,,0.09826328450041051
3,,,0.14197716872421148
4,,,0.21768498883494175
5,,,0.2473254014544455
6,,,0.27607709767518795
7,,,0.289171712163858
8,,,0.31174014592523897
9,,,0.3222890516488859
10,,,0.3319574052030146
11,,,0.34078821586961155
12,,,0.34487148285965835
13,,,0.35068546380616644
14,,,0.35375374600850024
15,,,0.35494188867528637
16,,,0.3685356228372452
17,,,0.37588421243122566
18,,,0.38043828853647216
19,,,0.38133386986897055
20,,,0.3832668552848489
21,,,0.384869545523476
22,,,0.385288854276405
23,,,0.3883087583437339
24,,,0.39166959713503574
25,,,0.392397193538521
26,,,0.39447093897375385
27,,,0.3954291125250095
28,,,0.3968588965672928
29,,,0.3988121046644815
30,,,0.39766355780533347
31,,,0.3989105837498791
32,,,0.399495378349087
33,,,0.4005765834282106
34,,,0.4047538552970474
35,,,0.40550129247936606
36,,,0.40737768614956366
37,,,0.4077214710553288
38,,,0.4079747053951337
39,,,0.40847706823298713
40,,,0.4089911224145597
41,,,0.4066655141403262
42,,,0.40723253424726
43,,,0.4063381548524021
44,,,0.40730906968535036
45,,,0.40740464182788527
46,,,0.4078343881578108
47,,,0.4078673812722542
48,,,0.40797401276374595
49,,,0.4077149734570777
50,,,0.40774339540049276
51,,,0.4086578509793197
52,,,0.4088196356752073
53,,,0.4090180654621577
54,,,0.40999546329534664
55,,,0.41023027920806937
56,,,0.41039346104785596
57,,,0.4095718554911941
58,,,0.4098677759972403
59,,,0.41029109095652666
60,,,0.41027483144739074
61,,,0.4104123555174206
62,,,0.4103336236965296
63,,,0.41056447130246615
64,,,0.41069317125865923
65,,,0.41286528609729545
66,,,0.412549452512086
67,,,0.412593564661892
68,,,0.4122054864136367
69,,,0.4123905037158791
70,,,0.4122972069998737
71,,,0.41280185093319954
72,,,0.412894132453125
73,,,0.4128747035932823
74,,,0.4127853702583156
75,,,0.41263611789230387
76,,,0.41271804499273557
77,,,0.4126916692724935
78,,,0.4127039418084062
79,,,0.4126195449294264
80,,,0.4131450720837119
81,,,0.413149470999308
82,,,0.41349301601320265
83,,,0.4135443219764724
84,,,0.4136744243377861
85,,,0.41363323112040407
86,,,0.41364468412097877
87,,,0.41384530322117286
88,,,0.41412577075004275
89,,,0.413541165729865
90,,,0.41347707097388764
91,,,0.41364624886653323
92,,,0.4133525418533428
93,,,0.41340169166243956
94,,,0.4134256385663231
95,,,0.41373132967791937
96,,,0.4137087766171099
97,,,0.4136819049088071
98,,,0.41360580634652844
99,,,0.4136083197889563
100,,,0.41360836624345754
101,,,0.413439431328105
102,,,0.41366169427311295
103,,,0.4128464178121427
104,,,0.41299554517932324
105,,,0.4129666559717061
106,,,0.41298497490806296
107,,,0.41379534977947774
108,,,0.4137134696419831
109,,,0.41411466469136193
110,,,0.4142178732586961
111,,,0.4141308078099174
112,,,0.41378306415279287
113,,,0.41367911800898194
114,,,0.4136729733715676
115,,,0.4136593637685576
116,,,0.41333357699331874
117,,,0.4133336663690803
118,,,0.4133978932167417
119,,,0.41352123545927305
120,,,0.4135237236926599
121,,,0.4134035048474038
122,,,0.41336463845631066
123,,,0.41323094687859985
124,,,0.41323437262597873
125,,,0.41345641819998163
126,,,0.41350863241955366
127,,,0.4135092530063468
128,,,0.41350971965266503
129,,,0.41332997261484183
130,,,0.41328214720298434
131,,,0.41305554861418264
132,,,0.41304434160157044
133,,,0.4129691132779111
134,,,0.4129662141682674
135,,,0.41299666810830415
136,,,0.4129802323623065
137,,,0.4129497311661608
138,,,0.41294903490486995
139,,,0.41295275186536917
140,,,0.41298134324105956
141,,,0.41301414534028397
142,,,0.413013932883075
143,,,0.4130143456708895
144,,,0.4130171054251844
145,,,0.413011838415119
146,,,0.413033694263341
147,,,0.4131402844427439
148,,,0.41302320672394344
149,,,0.4130017328020622
150,,,0.41289454698951894
151,,,0.4126873429798313
152,,,0.4127349137464114
153,,,0.41273558929657994
154,,,0.41307374622803317
155,,,0.4131163662338113
156,,,0.41312596601589835
157,,,0.4131383339802005
158,,,0.4131969741416245
159,,,0.41320396838068585
160,,,0.41316404252757755
161,,,0.41304340267062134
162,,,0.4127435503609844
163,,,0.4127428192782395
164,,,0.4127369468854696
165,,,0.4126524220302521
166,,,0.4126540700725937
167,,,0.4126839471668564
168,,,0.41268432557874957
169,,,0.41268896123335413
170,,,0.4126936823432942
171,,,0.41281641127467544
172,,,0.41281686076737756
173,,,0.4127966142144986
174,,,0.4126272171656482
175,,,0.41266729202314234
176,,,0.4126673490428374
177,,,0.41261193347727165
178,,,0.41261230932485127
179,,,0.41262033320801006
180,,,0.41262033320801006
181,,,0.4126257371932369
182,,,0.4126267073961924
183,,,0.41257334291886416
184,,,0.41257346378552556
185,,,0.4125744719115483
186,,,0.41252532468232034
187,,,0.4126387701898244
188,,,0.4125801882134511
189,,,0.4125802135230805
190,,,0.4125089611380766
191,,,0.41250977577600395
192,,,0.41250977577600395
193,,,0.41250798335951777
194,,,0.41249570619560805
195,,,0.41249131528907923
196,,,0.41248778495500704
197,,,0.4125033073683011
198,,,0.4125033940974268
199,,,0.41246765782085293
200,,,0.41246482560608344
201,,,0.41252497515389436
202,,,0.4125257641071423
203,,,0.4125108743360902
204,,,0.41251111725692713
205,,,0.41251111728809897
206,,,0.4124432735824417
207,,,0.41242822401313933
208,,,0.4124125289707491
209,,,0.41241267288705286
210,,,0.41241279930941094
211,,,0.4124126662609643
212,,,0.4124126842979296
213,,,0.4124127281523834
214,,,0.4124258036514516
215,,,0.41242583595350757
216,,,0.41242594360644935
217,,,0.4124261855043341
218,,,0.4124429804383688
219,,,0.41246544258593865
220,,,0.412465456063802
221,,,0.4125737583514449
222,,,0.41257381945408794
223,,,0.41257382130063663
224,,,0.4125778117904324
225,,,0.4125824503132839
226,,,0.4125848692974395
227,,,0.4125845129566609
228,,,0.41256751627904237
229,,,0.41250474034901385
230,,,0.4125047856438495
231,,,0.4125048405988205
232,,,0.41250512174754017
233,,,0.4125144679812082
234,,,0.4123978399893021
235,,,0.4123979070341867
236,,,0.41239449717303067
237,,,0.4124316963647172
238,,,0.4124317522348711
239,,,0.4124317920891891
240,,,0.4124317921783181
241,,,0.4124292548345609
242,,,0.4124292600316674
243,,,0.41243267690917473
244,,,0.41243267849933934
245,,,0.4124326848348906
246,,,0.41243276526389944
247,,,0.4124390742520841
248,,,0.41243916469042
249,,,0.4124392065317692
250,,,0.4124356874093365
251,,,0.4124356874093365
252,,,0.4124356825309789
253,,,0.4124268857621738
254,,,0.4124246121676222
255,,,0.41242794417095807
256,,,0.4124279592917868
257,,,0.4124279978789957
258,,,0.41243202517241856
259,,,0.4124187062582592
260,,,0.4124126004029046
261,,,0.4124126020528007
262,,,0.41241260247715417
263,,,0.4124047039184692
264,,,0.41240477016580523
265,,,0.41240477016580523
266,,,0.4124050003300608
267,,,0.4124050003355578
