generation,GD,IGD,HV
1,0.6575221865721393,0.7231906013803635,0.0
2,0.11430824490510208,0.6139013694256393,0.10887612455591182
3,0.07722016013624149,0.5705298006469904,0.2739488115997442
4,0.056813884618464774,0.5584458975869903,0.3302293735803112
5,0.05397854974604708,0.5470489985276729,0.3766011562558067
6,0.03766369647950102,0.5419184864464225,0.40188772174130405
7,0.03511211516169414,0.539307174868052,0.4132757583078243
8,0.02948373986468991,0.5367383963471638,0.42831538437768407
9,0.02601934833669924,0.5353942024672433,0.4295657935579288
10,0.023861498536407986,0.5338731534808464,0.4353219674330712
11,0.025138801368577112,0.532788776117921,0.44369707291171534
12,0.02530543489009895,0.5326221994494932,0.44445726904156424
13,0.024270150722009113,0.5324677991571692,0.44574267610495977
14,0.02384117438500083,0.531895241041202,0.44754096751899003
15,0.023754153013329646,0.5308475303499097,0.4473694726887155
16,0.024984159765394465,0.5230442023982681,0.4463470644156417
17,0.03522341935226783,0.19233878591283693,0.5900964139388319
18,0.040215208471986404,0.13017134904056316,0.6486782411674681
19,0.04307496401556241,0.09388236922578136,0.6798986558031579
20,0.04484365597105302,0.07704562160586435,0.7014635572664495
21,0.04655564965811177,0.06720781587447452,0.706994814471236
22,0.04436329837463413,0.0575518498011508,0.7164954082381683
23,0.04325888309690422,0.052080106030402695,0.7208322126523313
24,0.042337436805154956,0.050135673465134964,0.7219559913175472
25,0.04117667543685181,0.04565480092571333,0.7231436190610108
26,0.040178384303404674,0.04400386112179097,0.7234457223159255
27,0.03837417379364113,0.040798501513020745,0.7240081006870779
28,0.03696047336351637,0.03912405696562547,0.7246847765112652
29,0.036332377373184524,0.03760218927809517,0.7244302209341684
30,0.03495523916725947,0.03616958079535725,0.7252785146845413
31,0.0348037095551087,0.036018051183206494,0.7245268355101887
32,0.03203662814405828,0.03281389983628741,0.7278779558024825
33,0.03082329151585169,0.03148133266305742,0.7284599429434307
34,0.029576218370713992,0.030234550038818912,0.7293846200603598
35,0.02851472348976455,0.029154075355034045,0.7298259311962723
36,0.027932808326989824,0.02857216019225932,0.729844107830571
37,0.027362388165810977,0.028001740031080472,0.7307985396576445
38,0.027008116679287746,0.02764746854455723,0.7306277627486096
39,0.0257778546424893,0.02637924462380476,0.7312578407060175
40,0.025281532992845596,0.02587071215104523,0.7316988205582609
41,0.02418356963381873,0.02477274879201835,0.7318295384409832
42,0.023146096451186055,0.023704928610795255,0.7322365519075559
43,0.022071770186889852,0.022630602346499048,0.7322332477555338
44,0.021412046492248704,0.021970878651857904,0.7323099577664368
45,0.020892796972096422,0.02125849225345105,0.732449713886995
46,0.020343170455930745,0.020639154205617398,0.7323074085270673
47,0.019588895666742698,0.019913615910121443,0.732688505615291
48,0.0190855772459185,0.01924977236791676,0.7332937742286548
49,0.01846219018579895,0.018626566106632336,0.7338827813105138
50,0.017693929567012316,0.0178583054878457,0.7343272949390263
51,0.01733779266897502,0.01733779266897502,0.7347798138596253
52,0.016789752016951483,0.016789752016951483,0.7347592896752779
53,0.016276854868258233,0.016276854868258233,0.7351979311984698
54,0.015791426508920788,0.015791426508920788,0.7352093000716158
55,0.015039165861034626,0.015039165861034626,0.7354164043064394
56,0.014826641300749734,0.014826641300749734,0.7360673442775474
57,0.01449736988590167,0.01449736988590167,0.7363216553608488
58,0.014255906644525118,0.014255906644525118,0.7364123510361196
59,0.013554205342210822,0.013554205342210822,0.7373351906276023
60,0.012697177965361493,0.012697177965361493,0.7375652458725501
61,0.012594007058872696,0.012594007058872696,0.7376166347524424
62,0.012465144099150945,0.012465144099150945,0.7371914154572281
63,0.01187542476716741,0.01187542476716741,0.7381026812395688
64,0.01167405880135615,0.01167405880135615,0.738050661268462
65,0.011609400888780232,0.011609400888780232,0.7380179703969658
66,0.011397454905620429,0.011397454905620429,0.738524800546675
67,0.010982007448258401,0.010982007448258401,0.7392911217819208
68,0.010672405962609615,0.010672405962609615,0.7391246601174288
69,0.01038049777040089,0.01038049777040089,0.7392259452645288
70,0.010340871343602152,0.010340871343602152,0.738799042835331
71,0.009805517316732772,0.009805517316732772,0.7390696989841312
72,0.009679920691920871,0.009679920691920871,0.7393784944864847
73,0.009469405033221908,0.009469405033221908,0.7396596838151476
74,0.009046865626271798,0.009046865626271798,0.7400310637814896
75,0.008872421274740382,0.008872421274740382,0.7401870598129068
76,0.008505874805706134,0.008505874805706134,0.7399023979643622
77,0.008538764796770662,0.008538764796770662,0.7394924626337941
78,0.008318114334394201,0.008318114334394201,0.7398308309399533
79,0.00796264157833673,0.00796264157833673,0.7400658510209329
80,0.007837832489326535,0.007837832489326535,0.740313894381289
81,0.007657762527044208,0.007657762527044208,0.7404022451497598
82,0.007525820636589197,0.007525820636589197,0.7403062862132589
83,0.0078011810931440375,0.0078011810931440375,0.7405685079668043
84,0.007693543262136898,0.007693543262136898,0.7407535793791622
85,0.0075379598434792494,0.0075379598434792494,0.7408828521757462
86,0.007443777333087599,0.007443777333087599,0.7409707354639984
87,0.00736845334792658,0.00736845334792658,0.7410110030850702
88,0.007151644728306407,0.007151644728306407,0.7410627289812768
89,0.007062675545578337,0.007062675545578337,0.7411004240771452
90,0.006896582798377352,0.006896582798377352,0.7412583594836374
91,0.006648624466642343,0.006648624466642343,0.74153066348247
92,0.005898741628937326,0.005898741628937326,0.7414156285742766
93,0.005807397705656296,0.005807397705656296,0.7414644244273463
94,0.00592597846419681,0.00592597846419681,0.7409752422587699
95,0.005381297361243013,0.005381297361243013,0.7420011450992188
96,0.005246565662347701,0.005246565662347701,0.7419693402141562
97,0.004409777621958584,0.004409777621958584,0.74197077510039
98,0.004395191350136351,0.004395191350136351,0.7417830745156225
99,0.004314656276877492,0.004314656276877492,0.7419005906402871
100,0.004151849414686643,0.004151849414686643,0.7423012495183302
101,0.004029407251377298,0.004029407251377298,0.742342563597985
102,0.003991231521623401,0.003991231521623401,0.7423551319349838
103,0.0038318150105550986,0.0038318150105550986,0.7424334174644357
104,0.0039650166260662804,0.0039650166260662804,0.7420155253518181
105,0.00389526026205102,0.00389526026205102,0.7419556152863717
106,0.003924527108319721,0.003924527108319721,0.7418418965252654
107,0.0036212394020453537,0.0036212394020453537,0.741973365920957
108,0.003459501549057964,0.003459501549057964,0.7420245004412532
109,0.003414340985408593,0.003414340985408593,0.7419682200171565
110,0.0033732542998744885,0.0033732542998744885,0.74189391791386
