generation,GD,IGD,HV
1,0.6837551360383008,0.4426798243087576,0.03547110751366514
2,0.5996465290073747,0.4314336096487788,0.03947973982763876
3,0.5376899174521729,0.39616671359192906,0.08368651110808191
4,0.5131752293143694,0.34053795026550376,0.1463639351173287
5,0.49505170432670426,0.31684525189937246,0.17390795328366015
6,0.42662004981044566,0.2945707615833129,0.19907572730894973
7,0.38625605622919623,0.27067100336782485,0.25039172540924837
8,0.35537355459666786,0.23293254126587334,0.2855452398379827
9,0.31847976587821214,0.22312037934653,0.3028388754869265
10,0.290976208260544,0.20630079301595292,0.3501544921825647
11,0.2566761354114032,0.18188328030362072,0.40655142679485196
12,0.21514025194686578,0.170510796588385,0.4333760682800592
13,0.20646956836727953,0.15280534674901902,0.4773279648360881
14,0.19861444099136005,0.1440025236653524,0.5016115877537335
15,0.17745364752100742,0.13851308169071566,0.5280566596045175
16,0.17560907440029513,0.13422673034080757,0.5371060053743265
17,0.16157319567156223,0.13104192389153613,0.5499390512851894
18,0.1457761386437829,0.11840484779245737,0.5744401996322701
19,0.13805066211004757,0.11457038802355643,0.5877292612314521
20,0.13175676272898104,0.11432041116170123,0.5895188185294524
21,0.11968514721521535,0.10781345191324535,0.6023661167175602
22,0.10746813870792073,0.10548528674183198,0.6110771119426313
23,0.10151558067875527,0.10133058838174769,0.6228611366114954
24,0.10274827919999051,0.10178958627746865,0.613441519787196
25,0.0967505431385781,0.09568104295672468,0.6257415384382099
26,0.08906414061926371,0.09176145274079368,0.6356406779523658
27,0.08812181610929061,0.09124934979168967,0.6403187396929343
28,0.08332352927301484,0.08913878447702937,0.6495416601921167
29,0.07834483197267737,0.08423566917445616,0.6612303890890755
30,0.07627994792995733,0.08291004801207588,0.6636965821575765
31,0.07692279519224178,0.08186648213136369,0.6604942946955378
32,0.0793247491209358,0.07981135763989132,0.6667152842863783
33,0.07626025484503382,0.08040003146293788,0.6645032690280116
34,0.07128378338703219,0.08172667384069984,0.6602202825624439
35,0.07111333873527692,0.08287823325227626,0.6672065781367202
36,0.06915832790306582,0.07712463250707688,0.6801211920242249
37,0.06696235200878865,0.07909880581075356,0.6768026637576336
38,0.06643099008684904,0.07826648112720835,0.6727997101877831
39,0.06789221659242146,0.07956343102137801,0.672851538824062
40,0.0659830796156721,0.08121377700304429,0.6686777989976983
41,0.0647030522716363,0.07910903381803182,0.6643109520350093
42,0.06569311572953251,0.07656720311230275,0.6701273120944119
43,0.06449225791504971,0.0740337601151057,0.6735620797478945
44,0.05833503792493039,0.06961216797037448,0.6872195389292126
45,0.0612445962336847,0.07359204198275393,0.6841405874109594
46,0.06332569970031521,0.07185890830571494,0.6885760731322245
47,0.062409686419376324,0.07321661139621831,0.6845043004654283
