generation,GD,IGD,HV
1,859.46398370994,379.01821151383837,0.0
2,775.3807738775638,300.455674163401,0.0
3,720.8125578332401,300.455674163401,0.0
4,644.9990400196361,270.51499413890156,0.0
5,565.3164758092742,177.07508510609892,0.0
6,561.1161431764314,177.07508510609892,0.0
7,531.7231657707387,177.07508510609892,0.0
8,538.9990893384847,177.07508510609892,0.0
9,510.94872011364123,177.07508510609892,0.0
10,512.0753860195446,153.942065167295,0.0
11,482.13412524988547,153.942065167295,0.0
12,445.9095517896798,153.942065167295,0.0
13,408.7341494764894,153.942065167295,0.0
14,396.0960121547094,136.53071965902046,0.0
15,410.47651458599563,136.53071965902046,0.0
16,426.48169930326765,136.53071965902046,0.0
17,399.52851780071666,136.53071965902046,0.0
18,420.96586615503367,136.53071965902046,0.0
19,385.60664612110855,94.99340122108755,0.0
20,379.8450976275009,94.99340122108755,0.0
21,391.8855406049456,94.99340122108755,0.0
22,380.2122379234734,94.99340122108755,0.0
23,387.8205060751488,94.99340122108755,0.0
24,363.0647637984358,94.99340122108755,0.0
25,352.6576959363975,94.99340122108755,0.0
26,351.77374784394704,94.99340122108755,0.0
27,325.5870521137839,94.99340122108755,0.0
28,302.56849931590705,88.94038197998788,0.0
29,298.89254749469785,88.94038197998788,0.0
30,277.31846620920504,88.94038197998788,0.0
31,265.42455493182285,76.80492637433449,0.0
32,281.3250022690118,76.80492637433449,0.0
33,281.3858590978261,76.80492637433449,0.0
34,274.00182134093336,76.80492637433449,0.0
35,255.70130975334186,76.80492637433449,0.0
36,268.10545910580674,64.35409379852962,0.0
37,258.0446391548965,64.35409379852962,0.0
38,231.48234535891154,64.35409379852962,0.0
39,229.8414382824646,64.35409379852962,0.0
40,244.3674117972504,64.35409379852962,0.0
41,244.3294753585437,64.35409379852962,0.0
42,232.78283658338734,64.35409379852962,0.0
43,242.37389776688585,64.35409379852962,0.0
44,243.20770214221665,57.86903682217995,0.0
45,238.32095848408156,57.86903682217995,0.0
46,233.37173495648187,57.86903682217995,0.0
47,240.50568185738177,57.86903682217995,0.0
48,232.03537222926013,57.86903682217995,0.0
49,246.8419868505562,57.86903682217995,0.0
50,222.34125701029944,57.86903682217995,0.0
51,228.0734454057695,57.86903682217995,0.0
52,208.70740892644102,50.30858925128087,0.0
53,204.50282823852874,50.30858925128087,0.0
54,216.05222082861107,46.52765322550214,0.0
55,204.44515306471212,46.52765322550214,0.0
56,215.91109356218212,46.52765322550214,0.0
57,202.00817535680943,46.52765322550214,0.0
58,195.61482708267766,46.52765322550214,0.0
59,183.62112459597628,46.52765322550214,0.0
60,182.61252665861775,46.52765322550214,0.0
61,161.5639958425498,46.52765322550214,0.0
62,176.98834796379967,46.52765322550214,0.0
63,166.75262963923174,46.52765322550214,0.0
64,160.6425474471066,46.52765322550214,0.0
65,180.95155269612317,42.774118104890384,0.0
66,170.36217315137534,42.774118104890384,0.0
67,170.09388385347734,39.47958798853664,0.0
68,177.1768630372521,39.47958798853664,0.0
69,158.12165573243877,39.47958798853664,0.0
70,159.49080998891876,39.47958798853664,0.0
71,159.49907973565442,38.29483539779907,0.0
72,157.75791967675755,38.29483539779907,0.0
73,167.4330413824459,38.29483539779907,0.0
74,159.92824886925862,35.88961908989184,0.0
75,148.72616470545682,35.88961908989184,0.0
76,148.23096050370913,35.88961908989184,0.0
77,157.02722115973495,35.88961908989184,0.0
78,146.5596842675862,35.88961908989184,0.0
79,133.15264037582884,35.88961908989184,0.0
80,135.44368159073872,35.88961908989184,0.0
81,133.35770869660917,35.88961908989184,0.0
82,133.93531105467792,35.88961908989184,0.0
83,142.01520916920205,35.88961908989184,0.0
84,141.97608757887673,35.88961908989184,0.0
85,129.50788780097125,35.88961908989184,0.0
86,110.20461693962523,35.88961908989184,0.0
87,113.86666814168315,34.384263555531724,0.0
88,119.9072079884641,32.866445081786125,0.0
89,119.0271929345162,32.866445081786125,0.0
90,119.3613768086545,32.866445081786125,0.0
91,124.91480779339236,32.866445081786125,0.0
92,130.53720277760235,32.866445081786125,0.0
93,122.77223255577528,32.804632003070196,0.0
94,123.70459719319902,32.804632003070196,0.0
95,125.9810475967449,32.804632003070196,0.0
96,114.40667058912877,28.92239700047096,0.0
97,110.36124184913648,28.92239700047096,0.0
98,110.3050615316221,28.922370825321185,0.0
99,110.23624118203084,28.922370825321185,0.0
100,110.69767024680137,28.87172278625653,0.0
