Iteration,r,h,f1,f2,managerBest_idx,customerBest_idx
4,19.7874,90.7002,52512.5,-110567,0,1
4,19.0458,75.8427,43581.9,-85429.7,0,1
4,19.6482,79.6757,46982.1,-95632.4,0,1
4,19.4146,66.542,40320.4,-77795.5,0,1
4,18.4293,37.6286,25342,-39149.9,0,1
4,12.3073,34.2227,14493,-15285.2,0,1
4,18.847,47.4017,30419.2,-51896.6,0,1
4,19.4218,78.5922,45852.8,-92134.3,0,1
4,18.6555,43.6703,28395.9,-46747.3,0,1
4,19.1427,76.352,44072,-86897.9,0,1
4,18.5373,44.7342,28635.3,-47292.6,0,1
5,19.9318,99.9329,57292.3,-123724,0,1
5,2.01011,26.7461,2361.95,660.494,0,1
5,17.5593,57.3095,31975.6,-54512.5,0,1
5,7.33104,25.6115,6690.29,-3324.31,0,1
5,18.7536,59.3306,35503.1,-64553.6,0,1
5,8.70144,33.2719,9605.49,-6914.24,0,1
5,19.2578,60.1418,37027.7,-69071.5,0,1
5,19.918,86.8298,51097.5,-107221,0,1
5,19.1919,88.9038,49880.8,-101874,0,1
5,19.9806,67.7879,42319.7,-84019.3,0,1
5,19.8028,72.4114,44026.6,-88209.7,0,1
5,19.3416,62.8496,38456.8,-72865.1,0,1
5,19.8486,64.5502,40471,-78893.1,0,1
5,19.9597,73.0531,44742.9,-90431.6,0,1
5,19.7908,80.3181,47681.9,-97830.7,0,1
5,18.3137,57.7633,33827.8,-59863.3,0,1
5,4.25269,34.2703,4860.06,-947.125,0,1
5,12.3862,47.947,18607.8,-22109.3,0,1
5,19.5209,84.0594,48641.7,-99631.6,0,1
5,12.6135,41.2053,16994.9,-19595.7,0,1
5,13.7234,33.2803,16198.6,-18690.5,0,1
5,18.0703,59.3913,33980.9,-59925.9,0,1
5,19.9006,92.3322,53625.6,-113878,0,1
5,15.6277,42.0155,22225.4,-31236.8,0,1
5,17.0292,56.4832,30496.2,-50458.5,0,1
5,19.9416,76.0148,46086.3,-93965.7,0,1
5,10.755,44.8192,15082.9,-15286.6,0,1
5,19.9378,76.6302,46365.1,-94698.3,0,1
5,3.5877,29.7565,3818.69,-203.269,0,1
5,19.5359,68.3508,41454.5,-80951.8,0,1
5,15.9655,51.1737,26256.3,-39979.1,0,1
5,19.5006,61.3546,38150.6,-72297.9,0,1
5,19.8909,89.8235,52419.7,-110648,0,1
5,17.2466,46.4697,26891.9,-42423.5,0,1
5,9.22542,35.4483,10710.7,-8478.02,0,1
5,19.7424,90.6146,52334.7,-109955,0,1
5,8.51328,49.6871,12674.4,-10313.2,0,1
5,10.8811,36.4589,13137,-12561.3,0,1
5,13.4711,43.7368,19158.1,-23934.6,0,1
5,16.2227,55.6796,28483.7,-45035.1,0,1
6,19.9877,99.9698,57493.9,-124471,0,1
6,2.01306,35.0289,2756.96,554.047,0,1
6,18.2513,53.1661,31712,-54637.9,0,1
6,19.8268,98.3409,56202.8,-120447,0,1
6,19.6143,89.4603,51408.9,-107125,0,1
6,8.83878,38.862,10934.1,-8538.05,0,1
6,19.4117,96.3092,53928.1,-113010,0,1
6,6.0278,39.5975,7480.02,-3519.97,0,1
6,19.3058,71.1878,42163.9,-82354.7,0,1
6,17.0107,74.4627,37663,-66691.4,0,1
6,19.1118,64.348,38582.9,-72839.4,0,1
6,6.88214,43.7208,9205.61,-5505.58,0,1
6,17.506,49.5222,28647.4,-46678.5,0,1
6,19.6932,81.931,48154.6,-98822.7,0,1
6,9.07623,48.1525,13238.6,-11461.8,0,1
6,14.9248,60.3543,27472.5,-41235.5,0,1
6,19.5279,86.2896,49688.3,-102376,0,1
6,17.0319,54.9581,29890,-49085.2,0,1
6,19.7571,78.7229,46844.1,-95538.1,0,1
6,14.5879,60.7051,26879.7,-39584.7,0,1
6,4.02468,37.5735,4944.72,-912.027,0,1
6,18.1689,57.1244,33232.7,-58241.9,0,1
6,13.4026,52.9266,21946.1,-28867.6,0,1
6,19.3329,74.8682,43910.6,-86910.9,0,1
6,16.0183,47.3381,24912.1,-37158.7,0,1
6,19.942,64.8284,40831.3,-79994,0,1
6,12.2209,57.3044,21019.6,-25887,0,1
6,19.7991,75.5659,45488.4,-92061.1,0,1
6,17.5505,77.3771,40254.9,-73876,0,1
6,14.9318,48.5945,23350.1,-33038,0,1
6,19.6263,74.1666,44372.9,-88749.8,0,1
6,9.74822,54.9852,15868.4,-15415.2,0,1
6,18.8707,69.8626,40453.6,-77157.6,0,1
6,15.5367,43.3129,22543.4,-31846.4,0,1
6,19.8548,90.4816,52617.3,-111058,0,1
6,19.7592,83.6548,49145.9,-101607,0,1
6,10.0606,47.9087,14741.4,-14233.9,0,1
6,19.1998,81.0403,46347,-92851.8,0,1
6,12.6317,50.8215,19885.5,-24475.6,0,1
6,17.0729,69.2841,35738.9,-62445.1,0,1
7,19.9887,99.9622,57493.5,-124474,0,1
7,2.00243,24.8791,2268.3,686.601,0,1
7,19.992,86.2606,51050.3,-107311,0,1
7,19.9194,80.9121,48324.3,-99859.6,0,1
7,19.3133,60.9553,37526.9,-70428.8,0,1
7,19.6223,54.5729,35303.5,-65012.8,0,1
7,11.3575,39.5048,14611,-15009,0,1
7,19.6658,49.2205,32919.6,-58802.8,0,1
7,19.9577,89.0373,52254.2,-110415,0,1
7,19.9898,95.2947,55298.9,-118629,0,1
7,18.6747,50.7177,31533.5,-54567,0,1
7,7.51329,35.8569,8677.72,-5358.91,0,1
7,19.8678,99.3413,56804.7,-122192,0,1
7,7.16654,26.7258,6722.97,-3312.2,0,1
7,10.1973,37.6908,12505.9,-11312.7,0,1
7,16.4895,54.0184,28394.1,-45143.1,0,1
7,19.9274,92.2133,53653.4,-114039,0,1
7,9.98202,27.8123,9889.06,-7706.09,0,1
7,16.05,29.3919,18184.8,-22786.4,0,1
7,18.5024,69.3758,39310.6,-73612.5,0,1
7,19.4395,76.9358,45143,-90337.4,0,1
7,19.849,68.6167,42373.6,-83928.8,0,1
7,19.7744,64.3688,40204.2,-78073.4,0,1
7,17.5122,51.5329,29489.4,-48649.4,0,1
7,19.9139,23.9531,21582.8,-28841.7,0,1
7,19.9749,75.7881,46070.6,-93999,0,1
7,19.9851,93.1367,54267.5,-115864,0,1
7,19.5523,52.3165,34109.3,-61832.6,0,1
7,19.9435,66.0666,41416.9,-81553.6,0,1
7,14.7914,51.9096,24246.3,-34679.4,0,1
7,15.8274,27.9344,17319.8,-20984,0,1
7,19.891,43.0211,30485.1,-52474.3,0,1
7,17.1124,48.0867,27288.3,-43238,0,1
7,16.5608,38.6333,22537,-32286.9,0,1
7,4.64179,27.7517,4542.86,-878.492,0,1
7,17.1911,43.7445,25682.3,-39614.3,0,1
7,11.3517,44.2517,15872.2,-16914.5,0,1
7,5.28065,31.3871,5562.29,-1749.64,0,1
7,8.53775,43.5987,11488.1,-8984.14,0,1
7,15.5169,55.3578,26912.3,-40873.3,0,1
8,2.02732,22.7589,2183.98,706.137,1,0
8,19.9487,99.9476,57354.8,-123954,1,0
8,3.41852,28.7509,3591.15,-55.5495,1,0
8,10.0989,38.7565,12625.1,-11417.7,1,0
8,19.0786,71.2673,41613.2,-80495.8,1,0
8,18.427,69.2034,39047.1,-72822.4,1,0
8,13.1857,40.5065,17681.2,-21125,1,0
8,18.2235,61.73,35330.5,-63403.5,1,0
8,18.6607,63.8567,37281.5,-68857.5,1,0
8,15.0823,38.5717,20067,-26564.8,1,0
8,18.5312,53.3453,32383.6,-56551.3,1,0
8,19.3022,82.8138,47442.2,-95932,1,0
8,19.6551,90.9443,52219.8,-109376,1,0
8,19.4474,84.4134,48591.1,-99296.6,1,0
8,15.3059,47.2871,23573.3,-33802.4,1,0
8,18.5898,55.8086,33587.3,-59589.7,1,0
8,12.8784,37.7958,16376.5,-18693.1,1,0
8,14.5142,27.3338,15311.3,-17089.9,1,0
8,19.7979,73.8731,44695.4,-89965.1,1,0
8,18.759,34.821,24682.3,-37495.6,1,0
8,15.6292,55.4015,27157.4,-41515.4,1,0
8,19.675,92.6345,53064.7,-111656,1,0
8,19.3829,90.2409,51065.1,-105510,1,0
8,19.8656,97.4006,55889.1,-119758,1,0
8,19.1696,62.529,37900.9,-71186.4,1,0
8,18.6515,57.3686,34408.2,-61697.6,1,0
8,17.3706,47.5901,27587.5,-44112.5,1,0
8,19.0953,73.5,42660.7,-83195.7,1,0
8,19.3132,80.1262,46250.5,-92892.7,1,0
8,18.1896,39.2583,25621.1,-39806.2,1,0
8,17.0577,58.4725,31356.6,-52449.5,1,0
8,19.1794,75.6157,43838.2,-86383.7,1,0
8,10.804,41.4796,14309.5,-14210.9,1,0
8,19.2599,43.7255,29582.8,-49955.7,1,0
8,17.9942,51.8934,30630.8,-51787,1,0
8,18.6141,77.7835,43278.5,-83668.5,1,0
8,19.2535,80.7624,46372.2,-93054.2,1,0
8,19.807,95.6036,54861.2,-116832,1,0
8,19.3783,75.5457,44341.3,-88122.8,1,0
8,16.6803,53.3345,28517.3,-45619.5,1,0
9,2.0562,28.318,2471.57,623.864,1,0
9,19.9971,99.8502,57468.6,-124439,1,0
9,19.8671,61.6543,39160.7,-75450.7,1,0
9,18.829,72.88,41686.4,-80172.7,1,0
9,13.8444,32.2748,16044.2,-18434.1,1,0
9,17.4718,63.9533,34520.3,-60332.4,1,0
9,19.7504,82.5083,48586.9,-100111,1,0
9,4.01174,32.6399,4464.47,-650.306,1,0
9,14.6704,33.9055,17790.9,-21924.6,1,0
9,19.4795,60.4139,37669.1,-71018.2,1,0
9,18.2203,64.1564,36364.9,-65911.7,1,0
9,9.52195,29.7341,9807.31,-7469.46,1,0
9,19.6615,93.7496,53539.1,-112855,1,0
9,19.5216,74.9489,44453.4,-88732.1,1,0
9,19.6147,46.9616,31768.9,-55761.8,1,0
9,13.5122,27.093,13927.6,-14540.2,1,0
9,5.99489,36.7872,7043.03,-3153.46,1,0
9,16.2482,53.3865,27658.9,-43278.4,1,0
9,19.8468,77.5292,46535.8,-94938.8,1,0
9,18.4558,55.1991,33029.2,-58067.5,1,0
9,6.65294,37.3766,7901.91,-4197.29,1,0
9,19.5493,97.0942,54728.4,-115576,1,0
9,19.942,97.2523,56066.4,-120503,1,0
9,18.9009,47.3099,30486.4,-52096.4,1,0
9,19.745,90.2377,52167.2,-109523,1,0
9,18.3726,79.6156,43418.6,-83428.8,1,0
9,19.3103,58.8934,36581.8,-67991.6,1,0
9,19.8359,96.9191,55567.9,-118801,1,0
9,15.5231,40.7812,21593.6,-29872.2,1,0
9,17.2554,54.2647,30077.9,-49759.4,1,0
9,18.423,39.8422,26291.8,-41482.8,1,0
9,16.9842,52.5618,28831,-46633.5,1,0
9,18.3,79.755,43279.8,-82909.6,1,0
9,13.1522,51.4661,21024.6,-26968.3,1,0
9,19.6622,85.1107,49539.3,-102371,1,0
9,10.3857,30.2418,10941.9,-9247.81,1,0
9,19.7506,75.2536,45211.3,-91222.3,1,0
9,14.9569,36.6472,19186,-24755.8,1,0
9,14.9383,37.2129,19355.9,-25088.2,1,0
9,14.7494,48.3909,22942.7,-32072,1,0
10,2.03713,26.8547,2386.77,649.887,1,0
10,19.9909,99.5243,57294.7,-123953,1,0
10,15.3291,32.5173,18281.3,-23004.7,1,0
10,10.2894,52.9671,16335.8,-16617.1,1,0
10,4.6304,35.9803,5430.68,-1423.55,1,0
10,19.8261,90.3419,52464,-110561,1,0
10,17.6286,49.5655,28910,-47390.9,1,0
10,18.4107,72.4197,40401.6,-76116.7,1,0
10,14.5342,44.0485,21061.8,-28232.2,1,0
10,17.8245,71.3188,38438.5,-70185.2,1,0
10,19.7979,87.5871,51092.7,-106852,1,0
10,15.0186,37.0612,19429.3,-25261.9,1,0
10,19.9375,53.8576,35666.4,-66256.9,1,0
10,5.68062,39.6759,7070.81,-3022.24,1,0
10,19.9103,74.2642,45179.5,-91487.6,1,0
10,9.81151,22.7181,8520.13,-5870.57,1,0
10,18.1593,69.9089,38681.5,-71423.4,1,0
10,17.0027,47.4161,26807.3,-42063.8,1,0
10,15.5806,42.7752,22422.9,-31621.9,1,0
10,19.0874,70.0357,41081.9,-79160.9,1,0
10,15.7553,44.247,23274.3,-33505.2,1,0
10,12.0329,26.0586,11799.7,-10853.4,1,0
10,19.2575,52.7081,33654,-60408.4,1,0
10,19.6578,68.871,42004.4,-82609.5,1,0
10,18.9284,83.9087,46864.4,-93446.6,1,0
10,17.2238,60.5687,32570.3,-55449.2,1,0
10,16.536,47.7526,26048.2,-40021.3,1,0
10,19.7082,94.4307,54002.1,-114228,1,0
10,9.39073,34.4515,10700.7,-8544.57,1,0
10,19.515,86.8769,49920.1,-102942,1,0
10,10.4373,24.8675,9682.32,-7510.64,1,0
10,16.5058,63.7488,32211.7,-53562.6,1,0
10,19.5001,72.1323,43101.4,-85169.3,1,0
10,12.8384,68.4922,25602.2,-34465.8,1,0
10,19.8641,52.2301,34742.8,-63745.5,1,0
10,19.9255,79.0449,47465.1,-97592.4,1,0
10,17.6947,50.927,29609.8,-49093.8,1,0
10,17.2891,55.5154,30658,-51132.5,1,0
10,19.6841,86.3426,50174.7,-104101,1,0
10,12.9624,68.2318,25798.3,-35017.1,1,0
